1535847143.7818,32.28,-39.68,8.0
1535847143.785689,31.42,-39.51,7.999989964790413
1535847143.787718,33.4,-39.61,7.999959194592247
1535847143.789592,33.19,-39.53,7.9999066803181575
1535847143.791582,32.43,-39.43,7.99983139657714
1535847143.795549,31.46,-39.26,7.99973230168422
1535847143.79759,30.22,-39.08,7.999608337670821
1535847143.79959,29.78,-38.96,7.999458430295844
1535847143.801561,31.01,-38.97,7.9992814890574655
1535847143.805562,30.38,-38.8,7.999076407205692
1535847143.807609,29.92,-38.72,7.998842061755695
1535847143.809611,29.78,-38.64,7.998577313501954
1535847143.811575,29.82,-38.57,7.998281007033228
1535847143.81565,27.58,-38.38,7.997951970748383
1535847143.817624,27.93,-38.33,7.997589016873121
1535847143.819591,28.48,-38.44,7.997190941477607
1535847143.821571,30.34,-38.76,7.996756524495048
1535847143.825557,32.25,-39.32,7.996284529741245
1535847143.827573,33.7,-39.71,7.9957737049351385
1535847143.829612,34.27,-39.85,7.995222781720391
1535847143.831575,34.41,-39.81,7.994630475688022
1535847143.835647,33.98,-39.72,7.9939954864001415
1535847143.837592,33.07,-39.64,7.993316497414796
1535847143.839594,32.67,-39.54,7.992592176311963
1535847143.841559,32.55,-39.52,7.991821174720742
1535847143.845527,31.72,-39.43,7.991002128347737
1535847143.847671,31.01,-39.26,7.990133657006703
1535847143.849566,30.44,-39.1,7.989214364649462
1535847143.85155,29.67,-38.86,7.988242839398123
1535847143.855511,28.99,-38.7,7.987217653578657
1535847143.857547,28.95,-38.55,7.98613736375584
1535847143.859535,28.87,-38.53,7.985000510769606
1535847143.861544,30.16,-38.76,7.983805619772842
1535847143.865562,32.21,-39.22,7.982551200270669
1535847143.867688,33.85,-39.66,7.981235746161223
1535847143.869606,34.18,-39.66,7.979857735777993
1535847143.871652,34.11,-39.62,7.978415631933735
1535847143.875559,33.28,-39.51,7.976907881966005
1535847143.877603,32.59,-39.42,7.975332917784352
1535847143.879601,32.13,-39.33,7.973689155919192
1535847143.881614,30.93,-39.15,7.971974997572411
1535847143.885614,30.18,-38.98,7.970188828669738
1535847143.887615,29.83,-38.86,7.9683290199149095
1535847143.889589,28.89,-38.72,7.966393926845676
1535847143.891691,28.4,-38.63,7.964381889891684
1535847143.895919,28.48,-38.53,7.9622912344342724
1535847143.897915,28.35,-38.54,7.96012027086822
1535847143.899696,28.53,-38.53,7.957867294665484
1535847143.901565,29.41,-38.69,7.955530586440968
1535847143.905533,31.5,-39.07,7.953108412020358
1535847143.907457,33.24,-39.53,7.950599022510069
1535847143.909445,34.14,-39.7,7.94800065436934
1535847143.91146,33.82,-39.69,7.945311529484512
1535847143.915492,33.21,-39.58,7.94252985524554
1535847143.917513,32.03,-39.47,7.939653824624772
1535847143.919524,31.02,-39.18,7.936681616258038
