1536017739.322389,-19.44,-0.7,8.0
1536017739.34825,-19.19,-1.04,7.999012785651758
1536017739.3722,-18.34,-1.26,7.996051386255076
1536017739.398242,-18.08,-1.19,7.991116532693948
1536017739.422225,-18.14,-1.2,7.984209442907934
1536017739.448263,-19.02,-0.67,7.975331821591569
1536017739.472203,-23.11,0.2,7.964485859773638
1536017739.498232,-22.23,-0.51,7.951674234276424
1536017739.522222,-19.08,-0.28,7.936900107055055
1536017739.548196,-19.65,-0.79,7.920167124417125
1536017739.572245,-18.86,-0.77,7.901479416122772
1536017739.598193,-18.05,-0.83,7.880841594365435
1536017739.622204,-17.18,-0.76,7.858258752633556
1536017739.648209,-17.22,-0.82,7.8337364644534775
1536017739.674135,-16.69,-1.24,7.807280782013887
1536017739.698123,-15.48,-0.92,7.778898234672108
1536017739.724108,-16.71,-1.09,7.748595827342635
1536017739.748146,-17.55,-1.26,7.716381038768293
1536017739.77414,-16.63,-1.42,7.682261819674458
1536017739.79813,-16.02,-1.21,7.646246590806791
1536017739.824135,-16.12,-0.86,7.608344240852964
1536017739.848104,-18.73,-0.21,7.568564124248906
1536017739.874107,-19.71,0.56,7.526916058870086
1536017739.898115,-19.53,0.33,7.483410323608434
1536017739.924119,-16.85,-0.08,7.438057655835473
1536017739.94811,-18.03,-0.54,7.390869248752289
1536017739.974092,-18.27,-0.96,7.341856748627019
1536017739.998119,-17.52,-0.56,7.291032251920504
1536017740.024161,-16.74,-0.64,7.238408302300844
1536017740.048134,-16.0,-0.72,7.183997887547568
1536017740.074133,-17.21,-1.13,7.127814436346211
1536017740.098139,-17.28,-0.53,7.069871814974063
1536017740.124139,-18.19,-0.55,7.010184323877923
1536017740.148114,-18.54,-0.55,6.9487666941446955
1536017740.174152,-17.8,-0.75,6.885634083865709
1536017740.198142,-17.32,-1.05,6.820802074395638
1536017740.224123,-17.7,-0.89,6.754286666506977
1536017740.248118,-17.68,-0.92,6.6861042764409895
1536017740.274243,-21.72,-0.28,6.616271731856116
1536017740.298212,-21.54,-0.21,6.544806267674855
1536017740.324185,-20.34,-0.71,6.471725521830116
1536017740.34815,-19.47,-0.6,6.39704753091212
